Date,Random_Forest,Equal_Weight,S&P_500,Nasdaq
2025-10-24,0.019903,0.019485,0.01915966216614251,0.023143699979633503
2025-10-31,0.003227,0.006854,0.007142589594749005,0.022413045888048932
2025-11-07,-0.024041,-0.016759,-0.016286130148842948,-0.030365566328975135
2025-11-14,-0.001138,0.000432,0.0007891538978541668,-0.004518639494040078
2025-11-21,-0.026723,-0.019065,-0.019470966700617653,-0.027401467381691025
2025-11-28,0.042619,0.042237,0.03727093341647114,0.04905515407691996
2025-12-05,0.018196,0.015505,0.003111370865312324,0.00909202387013619
2025-12-12,6.8e-05,-0.000115,-0.006257240729041769,-0.016242209350014192
2025-12-19,0.00826,0.00325,0.0010384382346664278,0.004847958395163499
2025-12-26,0.008627,0.01123,0.013964436521508583,0.012248375392937882
2026-01-02,-0.00793,-0.002149,-0.010313181234871904,-0.015151411044691865
2026-01-09,0.013501,0.016162,0.015719186193907886,0.018752180762253712
2026-01-16,-0.003666,0.004975,-0.0037710256178952184,-0.0065885125668218025
2026-01-23,-0.004161,0.002184,-0.0035158311252826424,-0.0006017501835566819
2026-01-30,0.019949,0.014773,0.0033865302320406077,-0.0016773549600731519
2026-02-06,0.005757,0.002374,-0.0009698734084044869,-0.01835362172518984
2026-02-13,-0.027071,-0.016404,-0.013866954044240654,-0.021038451557753635
2026-02-20,0.015596,0.002341,0.01072820666954466,0.015053238096846888
2026-02-27,-0.004819,-0.006189,-0.0044330037660391675,-0.009519300256672247
